CIP2010 Code,CIP2010Title,SOC2010Code,SOC2010Title
16.0601,Modern Greek Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0601,Modern Greek Language and Literature.,27-3091,Interpreters and Translators
16.0700,"South Asian Languages, Literatures, and Linguistics, General.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0700,"South Asian Languages, Literatures, and Linguistics, General.",27-3091,Interpreters and Translators
16.0701,Hindi Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0701,Hindi Language and Literature.,27-3091,Interpreters and Translators
16.0702,"Sanskrit and Classical Indian Languages, Literatures, and Linguistics.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0702,"Sanskrit and Classical Indian Languages, Literatures, and Linguistics.",27-3091,Interpreters and Translators
16.0704,Bengali Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0704,Bengali Language and Literature.,27-3091,Interpreters and Translators
16.0705,Punjabi Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0705,Punjabi Language and Literature.,27-3091,Interpreters and Translators
16.0706,Tamil Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0706,Tamil Language and Literature.,27-3091,Interpreters and Translators
16.0707,Urdu Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0707,Urdu Language and Literature.,27-3091,Interpreters and Translators
16.0799,"South Asian Languages, Literatures, and Linguistics, Other.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0799,"South Asian Languages, Literatures, and Linguistics, Other.",27-3091,Interpreters and Translators
16.0801,"Iranian Languages, Literatures, and Linguistics.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0801,"Iranian Languages, Literatures, and Linguistics.",27-3091,Interpreters and Translators
16.0900,"Romance Languages, Literatures, and Linguistics, General.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0900,"Romance Languages, Literatures, and Linguistics, General.",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education"
16.0900,"Romance Languages, Literatures, and Linguistics, General.",27-3091,Interpreters and Translators
16.0901,French Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0901,French Language and Literature.,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education"
16.0901,French Language and Literature.,27-3091,Interpreters and Translators
16.0902,Italian Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0902,Italian Language and Literature.,27-3091,Interpreters and Translators
16.0904,Portuguese Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0904,Portuguese Language and Literature.,27-3091,Interpreters and Translators
16.0905,Spanish Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0905,Spanish Language and Literature.,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education"
16.0905,Spanish Language and Literature.,27-3091,Interpreters and Translators
16.0906,Romanian Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0906,Romanian Language and Literature.,27-3091,Interpreters and Translators
16.0907,Catalan Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0907,Catalan Language and Literature.,27-3091,Interpreters and Translators
16.0908,"Hispanic and Latin American Languages, Literatures, and Linguistics, General.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0908,"Hispanic and Latin American Languages, Literatures, and Linguistics, General.",27-3091,Interpreters and Translators
16.0999,"Romance Languages, Literatures, and Linguistics, Other.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.0999,"Romance Languages, Literatures, and Linguistics, Other.",27-3091,Interpreters and Translators
16.1001,"American Indian/Native American Languages, Literatures, and Linguistics.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1001,"American Indian/Native American Languages, Literatures, and Linguistics.",27-3091,Interpreters and Translators
16.1100,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1100,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General.",27-3091,Interpreters and Translators
16.1101,Arabic Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1101,Arabic Language and Literature.,27-3091,Interpreters and Translators
16.1102,Hebrew Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1102,Hebrew Language and Literature.,27-3091,Interpreters and Translators
16.1103,"Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1103,"Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics.",27-3091,Interpreters and Translators
16.1199,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1199,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other.",27-3091,Interpreters and Translators
16.1200,"Classics and Classical Languages, Literatures, and Linguistics, General.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1200,"Classics and Classical Languages, Literatures, and Linguistics, General.",27-3091,Interpreters and Translators
16.1202,Ancient/Classical Greek Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1202,Ancient/Classical Greek Language and Literature.,27-3091,Interpreters and Translators
16.1203,Latin Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1203,Latin Language and Literature.,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education"
16.1203,Latin Language and Literature.,27-3091,Interpreters and Translators
16.1299,"Classics and Classical Languages, Literatures, and Linguistics, Other.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1299,"Classics and Classical Languages, Literatures, and Linguistics, Other.",27-3091,Interpreters and Translators
16.1301,"Celtic Languages, Literatures, and Linguistics.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1301,"Celtic Languages, Literatures, and Linguistics.",27-3091,Interpreters and Translators
16.1400,"Southeast Asian Languages, Literatures, and Linguistics, General.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1400,"Southeast Asian Languages, Literatures, and Linguistics, General.",27-3091,Interpreters and Translators
16.1401,"Australian/Oceanic/Pacific Languages, Literatures, and Linguistics.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1401,"Australian/Oceanic/Pacific Languages, Literatures, and Linguistics.",27-3091,Interpreters and Translators
16.1402,Indonesian/Malay Languages and Literatures.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1402,Indonesian/Malay Languages and Literatures.,27-3091,Interpreters and Translators
16.1403,Burmese Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1403,Burmese Language and Literature.,27-3091,Interpreters and Translators
16.1404,Filipino/Tagalog Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1404,Filipino/Tagalog Language and Literature.,27-3091,Interpreters and Translators
16.1405,Khmer/Cambodian Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1405,Khmer/Cambodian Language and Literature.,27-3091,Interpreters and Translators
16.1406,Lao Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1406,Lao Language and Literature.,27-3091,Interpreters and Translators
16.1407,Thai Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1407,Thai Language and Literature.,27-3091,Interpreters and Translators
16.1408,Vietnamese Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1408,Vietnamese Language and Literature.,27-3091,Interpreters and Translators
16.1499,"Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics, Other.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1499,"Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics, Other.",27-3091,Interpreters and Translators
16.1501,Turkish Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1501,Turkish Language and Literature.,27-3091,Interpreters and Translators
16.1502,"Uralic Languages, Literatures, and Linguistics.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1502,"Uralic Languages, Literatures, and Linguistics.",27-3091,Interpreters and Translators
16.1503,Hungarian/Magyar Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1503,Hungarian/Magyar Language and Literature.,27-3091,Interpreters and Translators
16.1504,Mongolian Language and Literature.,25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1504,Mongolian Language and Literature.,27-3091,Interpreters and Translators
16.1599,"Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics, Other.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.1599,"Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics, Other.",27-3091,Interpreters and Translators
16.1601,American Sign Language (ASL).,27-3091,Interpreters and Translators
16.1602,Linguistics of ASL and Other Sign Languages.,25-1199,"Postsecondary Teachers, All Other"
16.1602,Linguistics of ASL and Other Sign Languages.,27-3091,Interpreters and Translators
16.1603,Sign Language Interpretation and Translation.,27-3091,Interpreters and Translators
16.1699,"American Sign Language, Other.",27-3091,Interpreters and Translators
16.9999,"Foreign Languages, Literatures, and Linguistics, Other.",25-1124,"Foreign Language and Literature Teachers, Postsecondary"
16.9999,"Foreign Languages, Literatures, and Linguistics, Other.",27-3091,Interpreters and Translators
19.0000,Work and Family Studies.,NO MATCH,NO MATCH
19.0101,"Family and Consumer Sciences/Human Sciences, General.",25-1192,"Home Economics Teachers, Postsecondary"
19.0101,"Family and Consumer Sciences/Human Sciences, General.",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education"
19.0101,"Family and Consumer Sciences/Human Sciences, General.",25-9021,Farm and Home Management Advisors
19.0201,Business Family and Consumer Sciences/Human Sciences.,25-1192,"Home Economics Teachers, Postsecondary"
19.0201,Business Family and Consumer Sciences/Human Sciences.,25-9021,Farm and Home Management Advisors
19.0202,Family and Consumer Sciences/Human Sciences Communication.,27-3031,Public Relations Specialists
19.0202,Family and Consumer Sciences/Human Sciences Communication.,27-3042,Technical Writers
19.0202,Family and Consumer Sciences/Human Sciences Communication.,27-3043,Writers and Authors
19.0203,Consumer Merchandising/Retailing Management.,11-2021,Marketing Managers
19.0203,Consumer Merchandising/Retailing Management.,11-2022,Sales Managers
19.0203,Consumer Merchandising/Retailing Management.,13-1161,Market Research Analysts and Marketing Specialists
19.0203,Consumer Merchandising/Retailing Management.,25-9021,Farm and Home Management Advisors
19.0203,Consumer Merchandising/Retailing Management.,41-1011,First-Line Supervisors of Retail Sales Workers
19.0299,"Family and Consumer Sciences/Human Sciences Business Services, Other.",NO MATCH,NO MATCH
19.0401,"Family Resource Management Studies, General.",25-9021,Farm and Home Management Advisors
19.0402,Consumer Economics.,25-9021,Farm and Home Management Advisors
19.0403,Consumer Services and Advocacy.,25-9021,Farm and Home Management Advisors
19.0499,"Family and Consumer Economics and Related Services, Other.",25-9021,Farm and Home Management Advisors
19.0501,"Foods, Nutrition, and Wellness Studies, General.",29-1031,Dietitians and Nutritionists
19.0501,"Foods, Nutrition, and Wellness Studies, General.",29-2051,Dietetic Technicians
19.0504,Human Nutrition.,29-1031,Dietitians and Nutritionists
19.0505,Foodservice Systems Administration/Management.,11-9051,Food Service Managers
19.0505,Foodservice Systems Administration/Management.,25-1192,"Home Economics Teachers, Postsecondary"
19.0505,Foodservice Systems Administration/Management.,29-1031,Dietitians and Nutritionists
19.0505,Foodservice Systems Administration/Management.,35-1012,First-Line Supervisors of Food Preparation and Serving Workers
19.0505,Foodservice Systems Administration/Management.,35-2012,"Cooks, Institution and Cafeteria"
